EmployeeId,LastName,FirstName,Title,BirthDate,HireDate,Address,City,State,Country,PostalCode,Phone,Fax,Email
1,Adams,Andrew,General Manager,1962-02-18 00:00:00,2002-08-14 00:00:00,11120 Jasper Ave NW,Edmonton,AB,Canada,T5K 2N1,+1 (780) 428-9482,+1 (780) 428-3457,andrew@chinookcorp.com
2,Edwards,Nancy,Sales Manager,1958-12-08 00:00:00,2002-05-01 00:00:00,825 8 Ave SW,Calgary,AB,Canada,T2P 2T3,+1 (403) 262-3443,+1 (403) 262-3322,nancy@chinookcorp.com
3,Peacock,Jane,Sales Support Agent,1973-08-29 00:00:00,2002-04-01 00:00:00,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com
4,Park,Margaret,Sales Support Agent,1947-09-19 00:00:00,2003-05-03 00:00:00,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com
5,Johnson,Steve,Sales Support Agent,1965-03-03 00:00:00,2003-10-17 00:00:00,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com
6,Mitchell,Michael,IT Manager,1973-07-01 00:00:00,2003-10-17 00:00:00,5827 Bowness Road NW,Calgary,AB,Canada,T3B 0C5,+1 (403) 246-9887,+1 (403) 246-9899,michael@chinookcorp.com
7,King,Robert,IT Staff,1970-05-29 00:00:00,2004-01-02 00:00:00,590 Columbia Boulevard West,Lethbridge,AB,Canada,T1K 5N8,+1 (403) 456-9986,+1 (403) 456-8485,robert@chinookcorp.com
8,Callahan,Laura,IT Staff,1968-01-09 00:00:00,2004-03-04 00:00:00,923 7 ST NW,Lethbridge,AB,Canada,T1H 1Y8,+1 (403) 467-3351,+1 (403) 467-8772,laura@chinookcorp.com
AlbumId,Title
270,Banditismo Por Uma Questa,NULL,243644,8147224,0.99
271,Rios Pontes & Overdrives,NULL,286720,9659152,0.99
272,Cidade,NULL,216346,7241817,0.99
273,Praiera,NULL,183640,6172781,0.99
274,Samba Makossa,NULL,271856,9095410,0.99
275,Da Lama Ao Caos,NULL,251559,8378065,0.99
276,Maracatu De Tiro Certeiro,NULL,88868,2901397,0.99
277,Salustiano Song,NULL,215405,7183969,0.99
278,Antene Se,NULL,248372,8253618,0.99
279,Risoflora,NULL,105586,3536938,0.99
280,Lixo Do Mangue,NULL,193253,6534200,0.99
281,Computadores Fazem Arte,NULL,404323,13702771,0.99
282,Girassol,Bino Farias/Da Gama/Lazão/Pedro Luis/Toni Garrido,249808,8327676,0.99
283,A Sombra Da Maldade,Da Gama/Toni Garrido,230922,7697230,0.99
284,Johnny B. Goode,Chuck Berry,254615,8505985,0.99
285,Soldado Da Paz,Herbert Vianna,194220,6455080,0.99
286,Firmamento,Bino Farias/Da Gama/Henry Lawes/Lazão/Toni Garrido/Winston Foser-Vers,222145,7402658,0.99
287,Extra,Gilberto Gil,304352,10078050,0.99
288,O Erê,Bernardo Vilhena/Bino Farias/Da Gama/Lazão/Toni Garrido,236382,7866924,0.99
289,Podes Crer,Bino Farias/Da Gama/Lazão/Toni Garrido,232280,7747747,0.99
290,A Estrada,Bino Farias/Da Gama/Lazão/Toni Garrido,248842,8275673,0.99
291,Berlim,Da Gama/Toni Garrido,207542,6920424,0.99
292,Já Foi,Bino Farias/Da Gama/Lazão/Toni Garrido,221544,7388466,0.99
293,Onde Você Mora?,Marisa Monte/Nando Reis,256026,8502588,0.99
294,Pensamento,Bino Farias/Da Gamma/Lazão/Rás Bernard,173008,5748424,0.99
295,Conciliação,Da Gama/Lazão/Rás Bernardo,257619,8552474,0.99
296,Realidade Virtual,Bino Farias/Da Gama/Lazão/Toni Garrido,195239,6503533,0.99
297,Mensagem,Bino Farias/Da Gama/Lazão/Rás Bernardo,225332,7488852,0.99
298,A Cor Do Sol,Bernardo Vilhena/Da Gama/Lazão,231392,7663348,0.99
299,Onde Você Mora?,Marisa Monte/Nando Reis,298396,10056970,0.99
300,O Erê,Bernardo Vilhena/Bino/Da Gama/Lazao/Toni Garrido,206942,6950332,0.99
301,A Sombra Da Maldade,Da Gama/Toni Garrido,285231,9544383,0.99
302,A Estrada,Da Gama/Lazao/Toni Garrido,282174,9344477,0.99
303,Falar A Verdade,Bino/Da Gama/Ras Bernardo,244950,8189093,0.99
304,Firmamento,Harry Lawes/Winston Foster-Vers,225488,7507866,0.99
305,Pensamento,Bino/Da Gama/Ras Bernardo,192391,6399761,0.99
306,Realidade Virtual,Bino/Da Gamma/Lazao/Toni Garrido,240300,8069934,0.99
307,Doutor,Bino/Da Gama/Toni Garrido,178155,5950952,0.99
308,Na Frente Da TV,Bino/Da Gama/Lazao/Ras Bernardo,289750,9633659,0.99
309,Downtown,Cidade Negra,239725,8024386,0.99
310,Sábado A Noite,Lulu Santos,267363,8895073,0.99
311,A Cor Do Sol,Bernardo Vilhena/Da Gama/Lazao,273031,9142937,0.99
312,Eu Também Quero Beijar,Fausto Nilo/Moraes Moreira/Pepeu Gomes,211147,7029400,0.99
313,Noite Do Prazer,NULL,311353,10309980,0.99
314,À Francesa,NULL,244532,8150846,0.99
315,Cada Um Cada Um (A Namoradeira),NULL,253492,8441034,0.99
316,Linha Do Equador,NULL,244715,8123466,0.99
317,Amor Demais,NULL,254040,8420093,0.99
318,Férias,NULL,264202,8731945,0.99
319,Gostava Tanto De Você,NULL,230452,7685326,0.99
320,Flor Do Futuro,NULL,275748,9205941,0.99
321,Felicidade Urgente,NULL,266605,8873358,0.99
322,Livre Pra Viver,NULL,214595,7111596,0.99
323,Dig-Dig, Lambe-Lambe (Ao Vivo),Cassiano Costa/Cintia Maviane/J.F./Lucas Costa,205479,6892516,0.99
324,Pererê,Augusto Conceição/Chiclete Com Banana,198661,6643207,0.99
325,TriboTchan,Cal Adan/Paulo Levi,194194,6507950,0.99
326,Tapa Aqui, Descobre Ali,Paulo Levi/W. Rangel,188630,6327391,0.99
327,Daniela,Jorge Cardoso/Pierre Onasis,230791,7748006,0.99
328,Bate Lata,Fábio Nolasco/Gal Sales/Ivan Brasil,206733,7034985,0.99
329,Garotas do Brasil,Garay, Ricardo Engels/Luca Predabom/Ludwig, Carlos Henrique/Maurício Vieira,210155,6973625,0.99
330,Levada do Amor (Ailoviu),Luiz Wanderley/Paulo Levi,190093,6457752,0.99
331,Lavadeira,Do Vale, Valverde/Gal Oliveira/Luciano Pinto,214256,7254147,0.99
332,Reboladeira,Cal Adan/Ferrugem/Julinho Carioca/Tríona Ní Dhomhnaill,210599,7027525,0.99
333,É que Nessa Encarnação Eu Nasci Manga,Lucina/Luli,196519,6568081,0.99
334,Reggae Tchan,Cal Adan/Del Rey, Tension/Edu Casanova,206654,6931328,0.99
335,My Love,Jauperi/Zeu Góes,203493,6772813,0.99
336,Latinha de Cerveja,Adriano Bernandes/Edmar Neves,166687,5532564,0.99
337,You Shook Me,J B Lenoir/Willie Dixon,315951,10249958,0.99
338,I Can't Quit You Baby,Willie Dixon,263836,8581414,0.99
339,Communication Breakdown,Jimmy Page/John Bonham/John Paul Jones,192653,6287257,0.99
340,Dazed and Confused,Jimmy Page,401920,13035765,0.99
341,The Girl I Love She Got Long Black Wavy Hair,Jimmy Page/John Bonham/John Estes/John Paul Jones/Robert Plant,183327,5995686,0.99
342,What is and Should Never Be,Jimmy Page/Robert Plant,260675,8497116,0.99
343,Communication Breakdown(2),Jimmy Page/John Bonham/John Paul Jones,161149,5261022,0.99
344,Travelling Riverside Blues,Jimmy Page/Robert Johnson/Robert Plant,312032,10232581,0.99
345,Whole Lotta Love,Jimmy Page/John Bonham/John Paul Jones/Robert Plant/Willie Dixon,373394,12258175,0.99
346,Somethin' Else,Bob Cochran/Sharon Sheeley,127869,4165650,0.99
347,Communication Breakdown(3),Jimmy Page/John Bonham/John Paul Jones,185260,6041133,0.99
348,I Can't Quit You Baby(2),Willie Dixon,380551,12377615,0.99
349,You Shook Me(2),J B Lenoir/Willie Dixon,619467,20138673,0.99
350,How Many More Times,Chester Burnett/Jimmy Page/John Bonham/John Paul Jones/Robert Plant,711836,23092953,0.99
351,Debra Kadabra,Frank Zappa,234553,7649679,0.99
352,Carolina Hard-Core Ecstasy,Frank Zappa,359680,11731061,0.99
353,Sam With The Showing Scalp Flat Top,Don Van Vliet,171284,5572993,0.99
354,Poofter's Froth Wyoming Plans Ahead,Frank Zappa,183902,6007019,0.99
355,200 Years Old,Frank Zappa,272561,8912465,0.99
356,Cucamonga,Frank Zappa,144483,4728586,0.99
357,Advance Romance,Frank Zappa,677694,22080051,0.99
358,Man With The Woman Head,Don Van Vliet,88894,2922044,0.99
359,Muffin Man,Frank Zappa,332878,10891682,0.99
360,Vai-Vai 2001,NULL,276349,9402241,0.99
361,X-9 2001,NULL,273920,9310370,0.99
362,Gavioes 2001,NULL,282723,9616640,0.99
363,Nene 2001,NULL,284969,9694508,0.99
364,Rosas De Ouro 2001,NULL,284342,9721084,0.99
365,Mocidade Alegre 2001,NULL,282488,9599937,0.99
366,Camisa Verde 2001,NULL,283454,9633755,0.99
367,Leandro De Itaquera 2001,NULL,274808,9451845,0.99
368,Tucuruvi 2001,NULL,287921,9883335,0.99
369,Aguia De Ouro 2001,NULL,284160,9698729,0.99
370,Ipiranga 2001,NULL,248293,8522591,0.99
371,Morro Da Casa Verde 2001,NULL,284708,9718778,0.99
372,Perola Negra 2001,NULL,281626,9619196,0.99
373,Sao Lucas 2001,NULL,296254,10020122,0.99
374,Guanabara,Marcos Valle,247614,8499591,0.99
375,Mas Que Nada,Jorge Ben,248398,8255254,0.99
376,Vôo Sobre o Horizonte,J.r.Bertami/Parana,225097,7528825,0.99
377,A Paz,Donato/Gilberto Gil,263183,8619173,0.99
378,Wave (Vou te Contar),Antonio Carlos Jobim,271647,9057557,0.99
379,Água de Beber,Antonio Carlos Jobim/Vinicius de Moraes,146677,4866476,0.99
380,Samba da Bençaco,Baden Powell/Vinicius de Moraes,282200,9440676,0.99
381,Pode Parar,Jorge Vercilo/Jota Maranhao,179408,6046678,0.99
382,Menino do Rio,Caetano Veloso,262713,8737489,0.99
383,Ando Meio Desligado,Caetano Veloso,195813,6547648,0.99
384,Mistério da Raça,Luiz Melodia/Ricardo Augusto,184320,6191752,0.99
385,All Star,Nando Reis,176326,5891697,0.99
386,Menina Bonita,Alexandre Brazil/Pedro Luis/Rodrigo Cabelo,237087,7938246,0.99
387,Pescador de Ilusões,Macelo Yuka/O Rappa,245524,8267067,0.99
388,À Vontade (Live Mix),Bombom/Ed Motta,180636,5972430,0.99
389,Maria Fumaça,Luiz Carlos/Oberdan,141008,4743149,0.99
390,Sambassim (dj patife remix),Alba Carvalho/Fernando Porto,213655,7243166,0.99
391,Garota De Ipanema,Vários,279536,9141343,0.99
392,Tim Tim Por Tim Tim,Vários,213237,7143328,0.99
393,Tarde Em Itapoã,Vários,313704,10344491,0.99
394,Tanto Tempo,Vários,170292,5572240,0.99
395,Eu Vim Da Bahia - Live,Vários,157988,5115428,0.99
396,Alô Alô Marciano,Vários,238106,8013065,0.99
397,Linha Do Horizonte,Vários,279484,9275929,0.99
398,Only A Dream In Rio,Vários,371356,12192989,0.99
399,Abrir A Porta,Vários,271960,8991141,0.99
400,Alice,Vários,165982,5594341,0.99
401,Momentos Que Marcam,Vários,280137,9313740,0.99
402,Um Jantar Pra Dois,Vários,237714,7819755,0.99
403,Bumbo Da Mangueira,Vários,270158,9073350,0.99
404,Mr Funk Samba,Vários,213890,7102545,0.99
405,Santo Antonio,Vários,162716,5492069,0.99
406,Por Você,Vários,205557,6792493,0.99
407,Só Tinha De Ser Com Você,Vários,389642,13085596,0.99
408,Free Speech For The Dumb,Molaney/Morris/Roberts/Wainwright,155428,5076048,0.99
409,It's Electric,Harris/Tatler,213995,6978601,0.99
410,Sabbra Cadabra,Black Sabbath,380342,12418147,0.99
411,Turn The Page,Seger,366524,11946327,0.99
412,Die Die My Darling,Danzig,149315,4867667,0.99
413,Loverman,Cave,472764,15446975,0.99
414,Mercyful Fate,Diamond/Shermann,671712,21942829,0.99
415,Astronomy,A.Bouchard/J.Bouchard/S.Pearlman,397531,13065612,0.99
416,Whiskey In The Jar,Traditional,305005,9943129,0.99
417,Tuesday's Gone,Collins/Van Zandt,545750,17900787,0.99
418,The More I See,Molaney/Morris/Roberts/Wainwright,287973,9378873,0.99
419,A Kind Of Magic,Roger Taylor,262608,8689618,0.99
420,Under Pressure,Queen & David Bowie,236617,7739042,0.99
421,Radio GA GA,Roger Taylor,343745,11358573,0.99
422,I Want It All,Queen,241684,7876564,0.99
423,I Want To Break Free,John Deacon,259108,8552861,0.99
424,Innuendo,Queen,387761,12664591,0.99
425,It's A Hard Life,Freddie Mercury,249417,8112242,0.99
426,Breakthru,Queen,249234,8150479,0.99
427,Who Wants To Live Forever,Brian May,297691,9577577,0.99
428,Headlong,Queen,273057,8921404,0.99
429,The Miracle,Queen,294974,9671923,0.99
430,I'm Going Slightly Mad,Queen,248032,8192339,0.99
431,The Invisible Man,Queen,238994,7920353,0.99
432,Hammer To Fall,Brian May,220316,7255404,0.99
433,Friends Will Be Friends,Freddie Mercury & John Deacon,248920,8114582,0.99
434,The Show Must Go On,Queen,263784,8526760,0.99
435,One Vision,Queen,242599,7936928,0.99
436,Detroit Rock City,Paul Stanley, B. Ezrin,218880,7146372,0.99
437,Black Diamond,Paul Stanley,314148,10266007,0.99
438,Hard Luck Woman,Paul Stanley,216032,7109267,0.99
439,Sure Know Something,Paul Stanley, Vincent Poncia,242468,7939886,0.99
440,Love Gun,Paul Stanley,196257,6424915,0.99
441,Deuce,Gene Simmons,185077,6097210,0.99
442,Goin' Blind,Gene Simmons, S. Coronel,216215,7045314,0.99
443,Shock Me,Ace Frehley,227291,7529336,0.99
444,Do You Love Me,Paul Stanley, B. Ezrin, K. Fowley,214987,6976194,0.99
445,She,Gene Simmons, S. Coronel,248346,8229734,0.99
446,I Was Made For Loving You,Paul Stanley, Vincent Poncia, Desmond Child,271360,9018078,0.99
447,Shout It Out Loud,Paul Stanley, Gene Simmons, B. Ezrin,219742,7194424,0.99
448,God Of Thunder,Paul Stanley,255791,8309077,0.99
449,Calling Dr. Love,Gene Simmons,225332,7395034,0.99
450,Beth,S. Penridge, Bob Ezrin, Peter Criss,166974,5360574,0.99
451,Strutter,Paul Stanley, Gene Simmons,192496,6317021,0.99
452,Rock And Roll All Nite,Paul Stanley, Gene Simmons,173609,5735902,0.99
453,Cold Gin,Ace Frehley,262243,8609783,0.99
454,Plaster Caster,Gene Simmons,207333,6801116,0.99
455,God Gave Rock 'n' Roll To You,Paul Stanley, Gene Simmons, Rus Ballard, Bob Ezrin,320444,10441590,0.99
456,Heart of the Night,NULL,273737,9098263,0.99
457,De La Luz,NULL,315219,10518284,0.99
458,Westwood Moon,NULL,295627,9765802,0.99
459,Midnight,NULL,266866,8851060,0.99
460,Playtime,NULL,273580,9070880,0.99
461,Surrender,NULL,287634,9422926,0.99
462,Valentino's,NULL,296124,9848545,0.99
463,Believe,NULL,310778,10317185,0.99
464,As We Sleep,NULL,316865,10429398,0.99
465,When Evening Falls,NULL,298135,9863942,0.99
466,J Squared,NULL,288757,9480777,0.99
467,Best Thing,NULL,274259,9069394,0.99
468,Maria,Billie Joe Armstrong -Words Green Day -Music,167262,5484747,0.99
469,Poprocks And Coke,Billie Joe Armstrong -Words Green Day -Music,158354,5243078,0.99
470,Longview,Billie Joe Armstrong -Words Green Day -Music,234083,7714939,0.99
471,Welcome To Paradise,Billie Joe Armstrong -Words Green Day -Music,224208,7406008,0.99
472,Basket Case,Billie Joe Armstrong -Words Green Day -Music,181629,5951736,0.99
473,When I Come Around,Billie Joe Armstrong -Words Green Day -Music,178364,5839426,0.99
474,She,Billie Joe Armstrong -Words Green Day -Music,134164,4425128,0.99
475,J.A.R. (Jason Andrew Relva),Mike Dirnt -Words Green Day -Music,170997,5645755,0.99
476,Geek Stink Breath,Billie Joe Armstrong -Words Green Day -Music,135888,4408983,0.99
477,Brain Stew,Billie Joe Armstrong -Words Green Day -Music,193149,6305550,0.99
478,Jaded,Billie Joe Armstrong -Words Green Day -Music,90331,2950224,0.99
479,Walking Contradiction,Billie Joe Armstrong -Words Green Day -Music,151170,4932366,0.99
480,Stuck With Me,Billie Joe Armstrong -Words Green Day -Music,135523,4431357,0.99
481,Hitchin' A Ride,Billie Joe Armstrong -Words Green Day -Music,171546,5616891,0.99
482,Good Riddance (Time Of Your Life),Billie Joe Armstrong -Words Green Day -Music,153600,5075241,0.99
483,Redundant,Billie Joe Armstrong -Words Green Day -Music,198164,6481753,0.99
484,Nice Guys Finish Last,Billie Joe Armstrong -Words Green Day -Music,170187,5604618,0.99
485,Minority,Billie Joe Armstrong -Words Green Day -Music,168803,5535061,0.99
486,Warning,Billie Joe Armstrong -Words Green Day -Music,221910,7343176,0.99
487,Waiting,Billie Joe Armstrong -Words Green Day -Music,192757,6316430,0.99
488,Macy's Day Parade,Billie Joe Armstrong -Words Green Day -Music,213420,7075573,0.99
489,Into The Light,David Coverdale,76303,2452653,0.99
490,River Song,David Coverdale,439510,14359478,0.99
491,She Give Me ...,David Coverdale,252551,8385478,0.99
492,Don't You Cry,David Coverdale,347036,11269612,0.99
493,Love Is Blind,David Coverdale/Earl Slick,344999,11409720,0.99
494,Slave,David Coverdale/Earl Slick,291892,9425200,0.99
495,Cry For Love,Bossi/David Coverdale/Earl Slick,293015,9567075,0.99
496,Living On Love,Bossi/David Coverdale/Earl Slick,391549,12785876,0.99
497,Midnight Blue,David Coverdale/Earl Slick,298631,9750990,0.99
498,Too Many Tears,Adrian Vanderberg/David Coverdale,359497,11810238,0.99
499,Don't Lie To Me,David Coverdale/Earl Slick,283585,9288007,0.99
500,Wherever You May Go,David Coverdale,239699,7803074,0.99
501,Grito De Alerta,Gonzaga Jr.,202213,6539422,0.99
502,Não Dá Mais Pra Segurar (Explode Coração),NULL,219768,7083012,0.99
503,Começaria Tudo Outra Vez,NULL,196545,6473395,0.99
504,O Que É O Que É ?,NULL,259291,8650647,0.99
505,Sangrando,Gonzaga Jr/Gonzaguinha,169717,5494406,0.99
506,Diga Lá, Coração,NULL,255921,8280636,0.99
507,Lindo Lago Do Amor,Gonzaga Jr.,249678,8353191,0.99
508,Eu Apenas Queria Que Voçê Soubesse,NULL,155637,5130056,0.99
509,Com A Perna No Mundo,Gonzaga Jr.,227448,7747108,0.99
510,E Vamos À Luta,NULL,222406,7585112,0.99
511,Um Homem Também Chora (Guerreiro Menino),NULL,207229,6854219,0.99
512,Comportamento Geral,Gonzaga Jr,181577,5997444,0.99
513,Ponto De Interrogação,NULL,180950,5946265,0.99
514,Espere Por Mim, Morena,Gonzaguinha,207072,6796523,0.99
515,Meia-Lua Inteira,NULL,222093,7466288,0.99
516,Voce e Linda,NULL,242938,8050268,0.99
517,Um Indio,NULL,195944,6453213,0.99
518,Podres Poderes,NULL,259761,8622495,0.99
519,Voce Nao Entende Nada - Cotidiano,NULL,421982,13885612,0.99
520,O Estrangeiro,NULL,374700,12472890,0.99
521,Menino Do Rio,NULL,147670,4862277,0.99
522,Qualquer Coisa,NULL,193410,6372433,0.99
523,Sampa,NULL,185051,6151831,0.99
524,Queixa,NULL,299676,9953962,0.99
525,O Leaozinho,NULL,184398,6098150,0.99
526,Fora Da Ordem,NULL,354011,11746781,0.99
527,Terra,NULL,401319,13224055,0.99
528,Alegria, Alegria,NULL,169221,5497025,0.99
529,Balada Do Louco,Arnaldo Baptista - Rita Lee,241057,7852328,0.99
530,Ando Meio Desligado,Arnaldo Baptista - Rita Lee -  Sérgio Dias,287817,9484504,0.99
531,Top Top,Os Mutantes - Arnolpho Lima Filho,146938,4875374,0.99
532,Baby,Caetano Veloso,177188,5798202,0.99
533,A E O Z,Mutantes,518556,16873005,0.99
534,Panis Et Circenses,Caetano Veloso - Gilberto Gil,125152,4069688,0.99
535,Chão De Estrelas,Orestes Barbosa-Sílvio Caldas,284813,9433620,0.99
536,Vida De Cachorro,Rita Lee - Arnaldo Baptista - Sérgio Baptista,195186,6411149,0.99
537,Bat Macumba,Gilberto Gil - Caetano Veloso,187794,6295223,0.99
538,Desculpe Babe,Arnaldo Baptista - Rita Lee,170422,5637959,0.99
539,Rita Lee,Arnaldo Baptista/Rita Lee/Sérgio Dias,189257,6270503,0.99
540,Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll,Arnaldo Baptista - Rita Lee - Arnolpho Lima Filho,222955,7346254,0.99
541,Banho De Lua,B. de Filippi - F. Migliaci - Versão: Fred Jorge,221831,7232123,0.99
542,Meu Refrigerador Não Funciona,Arnaldo Baptista - Rita Lee - Sérgio Dias,382981,12495906,0.99
543,Burn,Coverdale/Lord/Paice,453955,14775708,0.99
544,Stormbringer,Coverdale,277133,9050022,0.99
545,Gypsy,Coverdale/Hughes/Lord/Paice,339173,11046952,0.99
546,Lady Double Dealer,Coverdale,233586,7608759,0.99
547,Mistreated,Coverdale,758648,24596235,0.99
548,Smoke On The Water,Gillan/Glover/Lord/Paice,618031,20103125,0.99
549,You Fool No One,Coverdale/Lord/Paice,804101,26369966,0.99
550,Custard Pie,Jimmy Page/Robert Plant,253962,8348257,0.99
551,The Rover,Jimmy Page/Robert Plant,337084,11011286,0.99
552,In My Time Of Dying,John Bonham/John Paul Jones,666017,21676727,0.99
553,Houses Of The Holy,Jimmy Page/Robert Plant,242494,7972503,0.99
554,Trampled Under Foot,John Paul Jones,336692,11154468,0.99
555,Kashmir,John Bonham,508604,16686580,0.99
556,Imperatriz,Guga/Marquinho Lessa/Tuninho Professor,339173,11348710,0.99
557,Beija-Flor,Caruso/Cleber/Deo/Osmar,327000,10991159,0.99
558,Viradouro,Dadinho/Gilbreto Gomes/Gustavo/P.C. Portugal/R. Mocoto,344320,11484362,0.99
559,Mocidade,Domenil/J. Brito/Joaozinho/Rap, Marcelo Do,261720,8817757,0.99
560,Unidos Da Tijuca,Douglas/Neves, Vicente Das/Silva, Gilmar L./Toninho Gentil/Wantuir,338834,11440689,0.99
561,Salgueiro,Augusto/Craig Negoescu/Rocco Filho/Saara, Ze Carlos Da,305920,10294741,0.99
562,Mangueira,Bizuca/Clóvis Pê/Gilson Bernini/Marelo D'Aguia,298318,9999506,0.99
563,União Da Ilha,Dito/Djalma Falcao/Ilha, Almir Da/Márcio André,330945,11100945,0.99
564,Grande Rio,Carlos Santos/Ciro/Claudio Russo/Zé Luiz,307252,10251428,0.99
565,Portela,Flavio Bororo/Paulo Apparicio/Wagner Alves/Zeca Sereno,319608,10712216,0.99
566,Caprichosos,Gule/Jorge 101/Lequinho/Luiz Piao,351320,11870956,0.99
567,Tradição,Adalto Magalha/Lourenco,269165,9114880,0.99
568,Império Serrano,Arlindo Cruz/Carlos Sena/Elmo Caetano/Mauricao,334942,11161196,0.99
569,Tuiuti,Claudio Martins/David Lima/Kleber Rodrigues/Livre, Cesare Som,259657,8749492,0.99
570,(Da Le) Yaleo,Santana,353488,11769507,0.99
571,Love Of My Life,Carlos Santana & Dave Matthews,347820,11634337,0.99
572,Put Your Lights On,E. Shrody,285178,9394769,0.99
573,Africa Bamba,I. Toure, S. Tidiane Toure, Carlos Santana & K. Perazzo,282827,9492487,0.99
574,Smooth,M. Itaal Shur & Rob Thomas,298161,9867455,0.99
575,Do You Like The Way,L. Hill,354899,11741062,0.99
576,Maria Maria,W. Jean, J. Duplessis, Carlos Santana, K. Perazzo & R. Rekow,262635,8664601,0.99
577,Migra,R. Taha, Carlos Santana & T. Lindsay,329064,10963305,0.99
578,Corazon Espinado,F. Olivera,276114,9206802,0.99
579,Wishing It Was,Eale-Eye Cherry, M. Simpson, J. King & M. Nishita,292832,9771348,0.99
580,El Farol,Carlos Santana & KC Porter,291160,9599353,0.99
581,Primavera,KC Porter & JB Eckl,378618,12504234,0.99
582,The Calling,Carlos Santana & C. Thompson,747755,24703884,0.99
583,Solução,NULL,247431,8100449,0.99
584,Manuel,NULL,230269,7677671,0.99
585,Entre E Ouça,NULL,286302,9391004,0.99
586,Um Contrato Com Deus,NULL,202501,6636465,0.99
587,Um Jantar Pra Dois,NULL,244009,8021589,0.99
588,Vamos Dançar,NULL,226194,7617432,0.99
589,Um Love,NULL,181603,6095524,0.99
590,Seis Da Tarde,NULL,238445,7935898,0.99
591,Baixo Rio,NULL,198008,6521676,0.99
592,Sombras Do Meu Destino,NULL,280685,9161539,0.99
593,Do You Have Other Loves?,NULL,295235,9604273,0.99
594,Agora Que O Dia Acordou,NULL,323213,10572752,0.99
595,Já!!!,NULL,217782,7103608,0.99
596,A Rua,NULL,238027,7930264,0.99
597,Now's The Time,Miles Davis,197459,6358868,0.99
598,Jeru,Miles Davis,193410,6222536,0.99
599,Compulsion,Miles Davis,345025,11254474,0.99
600,Tempus Fugit,Miles Davis,231784,7548434,0.99
601,Walkin',Miles Davis,807392,26411634,0.99
602,'Round Midnight,Miles Davis,357459,11590284,0.99
603,Bye Bye Blackbird,Miles Davis,476003,15549224,0.99
604,New Rhumba,Miles Davis,277968,9018024,0.99
605,Generique,Miles Davis,168777,5437017,0.99
606,Summertime,Miles Davis,200437,6461370,0.99
607,So What,Miles Davis,564009,18360449,0.99
608,The Pan Piper,Miles Davis,233769,7593713,0.99
609,Someday My Prince Will Come,Miles Davis,544078,17890773,0.99
610,My Funny Valentine (Live),Miles Davis,907520,29416781,0.99
611,E.S.P.,Miles Davis,330684,11079866,0.99
612,Nefertiti,Miles Davis,473495,15478450,0.99
613,Petits Machins (Little Stuff),Miles Davis,487392,16131272,0.99
614,Miles Runs The Voodoo Down,Miles Davis,843964,27967919,0.99
615,Little Church (Live),Miles Davis,196101,6273225,0.99
616,Black Satin,Miles Davis,316682,10529483,0.99
617,Jean Pierre (Live),Miles Davis,243461,7955114,0.99
618,Time After Time,Miles Davis,220734,7292197,0.99
619,Portia,Miles Davis,378775,12520126,0.99
620,Space Truckin',Blackmore/Gillan/Glover/Lord/Paice,1196094,39267613,0.99
621,Going Down / Highway Star,Gillan/Glover/Lord/Nix - Blackmore/Paice,913658,29846063,0.99
622,Mistreated (Alternate Version),Blackmore/Coverdale,854700,27775442,0.99
623,You Fool No One (Alternate Version),Blackmore/Coverdale/Lord/Paice,763924,24887209,0.99
624,Jeepers Creepers,NULL,185965,5991903,0.99
625,Blue Rythm Fantasy,NULL,348212,11204006,0.99
626,Drum Boogie,NULL,191555,6185636,0.99
627,Let Me Off Uptown,NULL,187637,6034685,0.99
628,Leave Us Leap,NULL,182726,5898810,0.99
629,Opus No.1,NULL,179800,5846041,0.99
630,Boogie Blues,NULL,204199,6603153,0.99
631,How High The Moon,NULL,201430,6529487,0.99
632,Disc Jockey Jump,NULL,193149,6260820,0.99
633,Up An' Atom,NULL,179565,5822645,0.99
634,Bop Boogie,NULL,189596,6093124,0.99
635,Lemon Drop,NULL,194089,6287531,0.99
636,Coronation Drop,NULL,176222,5899898,0.99
637,Overtime,NULL,163030,5432236,0.99
638,Imagination,NULL,289306,9444385,0.99
639,Don't Take Your Love From Me,NULL,282331,9244238,0.99
640,Midget,NULL,217025,7257663,0.99
641,I'm Coming Virginia,NULL,280163,9209827,0.99
642,Payin' Them Dues Blues,NULL,198556,6536918,0.99
643,Jungle Drums,NULL,199627,6546063,0.99
644,Showcase,NULL,201560,6697510,0.99
645,Swedish Schnapps,NULL,191268,6359750,0.99
646,Samba Da Bênção,NULL,409965,13490008,0.99
647,Pot-Pourri N.º 4,NULL,392437,13125975,0.99
648,Onde Anda Você,NULL,168437,5550356,0.99
649,Samba Da Volta,NULL,170631,5676090,0.99
650,Canto De Ossanha,NULL,204956,6771624,0.99
651,Pot-Pourri N.º 5,NULL,219898,7117769,0.99
